TIME,band1,band2,band3,band4,band5
51.19999998807907,7270.0005,7000.0005,1540.0001,1050.0001,250.00002
51.30000001192093,7060.0005,7780.0005,1830.0001,810.00006,350.00003
51.400000005960464,6930.0005,7020.0005,1600.0001,950.00006,390.00003
51.5,6400.0005,6160.0005,1460.0001,950.00006,240.00002
51.599999994039536,4970.0005,4980.0005,1100.0001,890.00006,270.00003
51.69999998807907,4990.0005,4000.0002,900.00006,640.00006,190.00002
51.80000001192093,5090.0005,5070.0005,1060.0001,620.00006,180.00002
51.900000005960464,4730.0005,4040.0002,660.00006,380.00003,160.00002
52.0,6120.0005,5090.0005,1120.0001,650.00006,210.00002
52.099999994039536,6260.0005,5420.0005,1250.0001,720.00006,120.00001
52.19999998807907,6270.0005,5120.0005,1070.0001,650.00006,270.00003
52.30000001192093,5420.0005,4800.0005,990.00006,640.00006,250.00002
52.400000005960464,5320.0005,4970.0005,1090.0001,640.00006,210.00002
